sap_module,sap_table,sap_field,sap_description,sap_data_element,sap_domain,classification_bucket,knowledge_available,knowledge_tag_level,knowledge_tag_reason,knowledge_tag_note
SD,LIKP,LOC_GUID,Akkreditiv (GUID),LOC_GUID16,SYSUUID,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=SYSUUID; data_element=LOC_GUID16; description=Akkreditiv (GUID)
SD,LIKP,SPE_BILLING_IND,EWM Billing Indicator,/SPE/DE_BILLING_IND,/SPE/DE_BILLING_IND,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=/SPE/DE_BILLING_IND; data_element=/SPE/DE_BILLING_IND; description=EWM Billing Indicator
SD,LIKP,MSR_ACTIVE,Advanced Returns Management Active,MSR_ACTIVE,MSR_ACTIVE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=MSR_ACTIVE; data_element=MSR_ACTIVE; description=Advanced Returns Management Active
SD,LIKP,STGE_LOC_CHANGE,Temporary Change of Storage Locations in Delivery,SHP_STGE_LOC_CHANGE,SHP_STGE_LOC_CHANGE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=SHP_STGE_LOC_CHANGE; data_element=SHP_STGE_LOC_CHANGE; description=Temporary Change of Storage Locations in Delivery
SD,LIKP,DLV_SPLIT_INITIA,Delivery Split Initiator,DLV_SPLIT_INITIATOR,DLV_SPLIT_INITIATOR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=DLV_SPLIT_INITIATOR; data_element=DLV_SPLIT_INITIATOR; description=Delivery Split Initiator
SD,LIKP,DLV_VERSION,Delivery Version,DLV_VERSION,DLV_VERSION,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=DLV_VERSION; data_element=DLV_VERSION; description=Delivery Version
SD,LIKP,GTS_EXPVZ,Mode of Transport at the Border (Intrastat),EXPVZ,EXPVZ,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=EXPVZ; data_element=EXPVZ; description=Mode of Transport at the Border (Intrastat)
SD,LIKP,GTS_PORTI,Port/Airport,/ECRS/PORTI,/ECRS/PORTI,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=/ECRS/PORTI; data_element=/ECRS/PORTI; description=Port/Airport
SD,LIKP,ITM_EXPVZ,Mode of Transport at the Border,/SAPSLL/EXPVZ,VKTRA,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=VKTRA; data_element=/SAPSLL/EXPVZ; description=Mode of Transport at the Border
SD,LIKP,ITM_STGBE,Origin of Means of Transport when Crossing the Border,STGBE,LAND1,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=LAND1; data_element=STGBE; description=Origin of Means of Transport when Crossing the Border
SD,LIKP,ITM_IEVER,Inland Mode of Transport,/SAPSLL/IEVER,VKTRA,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=VKTRA; data_element=/SAPSLL/IEVER; description=Inland Mode of Transport
SD,LIKP,HANDOVERDATE,Handover Date at the Handover Location,HANDOVER_DATE,HANDOVER_DATE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=HANDOVER_DATE; data_element=HANDOVER_DATE; description=Handover Date at the Handover Location
SD,LIKP,HANDOVERTIME,Handover time at the handover location,HANDOVER_TIME,HANDOVER_TIME,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=HANDOVER_TIME; data_element=HANDOVER_TIME; description=Handover time at the handover location
SD,LIKP,CMGST,Overall Status of Credit Checks,CMGST,CMGST,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=CMGST; data_element=CMGST; description=Overall Status of Credit Checks
SD,LIKP,SPE_TMPID,Temporary inbound delivery,/SPE/TMPID,/SPE/TMPID,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=/SPE/TMPID; data_element=/SPE/TMPID; description=Temporary inbound delivery
SD,LIKP,SPSTG,Overall Block Status (Header),SPSTG,STATV,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=STATV; data_element=SPSTG; description=Overall Block Status (Header)
SD,LIKP,UVS01,Customer reserves 1: Sum of all items,UVS01,STATV,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=STATV; data_element=UVS01; description=Customer reserves 1: Sum of all items
SD,LIKP,UVS02,Customer reserves 2: Sum of all items,UVS02,STATV,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=STATV; data_element=UVS02; description=Customer reserves 2: Sum of all items
SD,LIKP,UVS03,Customer reserves 3: Sum of all items,UVS03,STATV,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=STATV; data_element=UVS03; description=Customer reserves 3: Sum of all items
SD,LIKP,UVS04,Customer reserves 4: Sum of all items,UVS04,STATV,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=STATV; data_element=UVS04; description=Customer reserves 4: Sum of all items
SD,LIKP,UVS05,Customer reserves 5: Sum of all items,UVS05,STATV,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=STATV; data_element=UVS05; description=Customer reserves 5: Sum of all items
SD,LIKP,TM_ADV_SHIP_RECV,Advanced Shipping and Receiving Relevance,/SCMTMS/ADV_SHP_RECV_RLV,/SCMTMS/ADV_SHP_RECV_RLV,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=/SCMTMS/ADV_SHP_RECV_RLV; data_element=/SCMTMS/ADV_SHP_RECV_RLV; description=Advanced Shipping and Receiving Relevance
SD,LIKP,TM_WHSE_BLOCK,Warehouse Execution Block,LE_TM_WHSE_BLOCK,LE_TM_WHSE_BLOCK,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=LE_TM_WHSE_BLOCK; data_element=LE_TM_WHSE_BLOCK; description=Warehouse Execution Block
SD,LIKP,LGLC_LIC_IND,Legal Control License Indicator,TDD_LGLC_LIC_IND,DOM_LGLC_LIC_IND,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=DOM_LGLC_LIC_IND; data_element=TDD_LGLC_LIC_IND; description=Legal Control License Indicator
SD,LIKP,/BEV1/LULEINH,Loading Units,/BEV1/LULEINH,/BEV1/LULEINH,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=/BEV1/LULEINH; data_element=/BEV1/LULEINH; description=Loading Units
SD,LIKP,IDT_CUR_EVTLOC,Last Notified Point of the Route from Tracking,IDT_CUR_EVTLOC,KNOTN,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=KNOTN; data_element=IDT_CUR_EVTLOC; description=Last Notified Point of the Route from Tracking
SD,LIKP,IDT_CUR_EVTQUA,Indicates Arrival or Departure at the Current Point,IDT_CUR_EVTQUA,IDT_EVTQUA,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=IDT_EVTQUA; data_element=IDT_CUR_EVTQUA; description=Indicates Arrival or Departure at the Current Point
SD,LIKP,IDT_CUR_EVTTST,Event Time Stamp for the Tracking Message at Current Point,IDT_CUR_EVTTST,TZNTSTMPS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=TZNTSTMPS; data_element=IDT_CUR_EVTTST; description=Event Time Stamp for the Tracking Message at Current Point
SD,LIKP,IDT_CUR_ESTLOC,Base Point for Time Estimation from Tracking,IDT_CUR_ESTLOC,KNOTN,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=KNOTN; data_element=IDT_CUR_ESTLOC; description=Base Point for Time Estimation from Tracking
SD,LIKP,IDT_CUR_ESTQUA,Arrival/Departure for Time Estimation,IDT_CUR_ESTQUA,IDT_ESTQUA,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=IDT_ESTQUA; data_element=IDT_CUR_ESTQUA; description=Arrival/Departure for Time Estimation
SD,LIKP,IDT_CUR_WRKQUA,Various Qualifiers of the Tracking Entry,IDT_CUR_WRKQUA,CHAR10,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=CHAR10; data_element=IDT_CUR_WRKQUA; description=Various Qualifiers of the Tracking Entry
SD,LIKP,IDT_PRE_EVTLOC,Prior Route Point From Tracking,IDT_PRE_EVTLOC,KNOTN,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=KNOTN; data_element=IDT_PRE_EVTLOC; description=Prior Route Point From Tracking
SD,LIKP,IDT_PRE_EVTQUA,Indicates the Arrival and Departure at Prior Point,IDT_PRE_EVTQUA,IDT_EVTQUA,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=IDT_EVTQUA; data_element=IDT_PRE_EVTQUA; description=Indicates the Arrival and Departure at Prior Point
SD,LIKP,IDT_PRE_EVTTST,Event Time Stamp for the Tracking Message at Prior Point,IDT_PRE_EVTTST,TZNTSTMPS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=TZNTSTMPS; data_element=IDT_PRE_EVTTST; description=Event Time Stamp for the Tracking Message at Prior Point
SD,LIKP,IDT_PRE_ESTLOC,Prior Base Point for Time Estimation from Tracking,IDT_PRE_ESTLOC,KNOTN,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=KNOTN; data_element=IDT_PRE_ESTLOC; description=Prior Base Point for Time Estimation from Tracking
SD,LIKP,IDT_PRE_ESTQUA,Arrival/Departure for Time Estimation,IDT_PRE_ESTQUA,IDT_ESTQUA,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=IDT_ESTQUA; data_element=IDT_PRE_ESTQUA; description=Arrival/Departure for Time Estimation
SD,LIKP,IDT_PRE_WRKQUA,Various Qualifiers of the Prior Tracking Entry,IDT_PRE_WRKQUA,CHAR10,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=CHAR10; data_element=IDT_PRE_WRKQUA; description=Various Qualifiers of the Prior Tracking Entry
SD,LIKP,JIT_RLVNT,JIT-Relevant,NJIT_RELVNT,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=XFELD; data_element=NJIT_RELVNT; description=JIT-Relevant
SD,LIPS,POSNV,Originating Item,POSNV,POSNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=POSNR; data_element=POSNV; description=Originating Item
SD,LIPS,UEPOS,Higher-Level Item in Bill of Material Structures,UEPOS,POSNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=POSNR; data_element=UEPOS; description=Higher-Level Item in Bill of Material Structures
SD,LIPS,LISPL,Split to warehouse number required,LNSPL_LIPS,LNSPL_LIPS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=LNSPL_LIPS; data_element=LNSPL_LIPS; description=Split to warehouse number required
SD,LIPS,ETTYP,Schedule Line Category,ETTYP,ETTYP,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=ETTYP; data_element=ETTYP; description=Schedule Line Category
SD,LIPS,BDART,Requirement type,BDART,BDART,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=BDART; data_element=BDART; description=Requirement type
SD,LIPS,UECHA,Higher-Level Item of Batch Split Item,UECHA,POSNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=POSNR; data_element=UECHA; description=Higher-Level Item of Batch Split Item
SD,LIPS,ABART,Release type,ABART,ABART,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=ABART; data_element=ABART; description=Release type
SD,LIPS,OBJKO,Object Number at Header Level,OBJKO,J_OBJNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=J_OBJNR; data_element=OBJKO; description=Object Number at Header Level
SD,LIPS,ABTNR,Department number,ABTNR,ABTNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=ABTNR; data_element=ABTNR; description=Department number
SD,LIPS,STADAT,Statistics date,STADAT,DATUM,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=DATUM; data_element=STADAT; description=Statistics date
SD,LIPS,CLINT,Internal Class Number,CLINT,CLINT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=CLINT; data_element=CLINT; description=Internal Class Number
SD,LIPS,KZBEW,Movement Indicator,KZBEW,KZBEW,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=KZBEW; data_element=KZBEW; description=Movement Indicator
SD,LIPS,KANNR,KANBAN/Sequence Number,KANNR,CHAR35,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=CHAR35; data_element=KANNR; description=KANBAN/Sequence Number
SD,LIPS,RULES,Stock Determination Rule,BF_RULES,BF_RULES,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=BF_RULES; data_element=BF_RULES; description=Stock Determination Rule
