wd_entity,wd_field,wd_type,wd_description
Put_Committee_Meeting_RequestType,Committee_Meeting_Data,Committee_Meeting_DataType,Data for committee meeting
Put_Committee_Meeting_ResponseType,Committee_Meeting_Reference,Committee_MeetingObjectType,Committee meeting reference
Establishment_Request_ReferencesType,Establishment_Reference,EstablishmentObjectType,Establishment References
Establishment_Request_CriteriaType,Country_Reference,CountryObjectType,Country for Establishments
Get_Establishments_RequestType,Request_References,Establishment_Request_ReferencesType,Request References
Get_Establishments_RequestType,Request_Criteria,Establishment_Request_CriteriaType,Request Criteria
Get_Establishments_RequestType,Response_Filter,Response_FilterType,Response Filter
EstablishmentType,Establishment_Reference,EstablishmentObjectType,Establishment Reference
EstablishmentType,Establishment_Data,Establishment_DataType,
Establishment_Response_DataType,Establishment,EstablishmentType,Establishment Data
Get_Establishments_ResponseType,Request_References,Establishment_Request_ReferencesType,
Get_Establishments_ResponseType,Request_Criteria,Establishment_Request_CriteriaType,
Get_Establishments_ResponseType,Response_Filter,Response_FilterType,
Get_Establishments_ResponseType,Response_Results,Response_ResultsType,
Get_Establishments_ResponseType,Response_Data,Establishment_Response_DataType,Response Data
Establishment_DataType,Establishment_Number,string,The assigned number of the establishment within Workday.
Establishment_DataType,ID,string,The ID for Establishment.
Establishment_DataType,Country_Reference,CountryObjectType,The associated country of the establishment.
Establishment_DataType,Effective_Date,date,The effective date when the establishment was created or edited.
Establishment_DataType,Establishment_Name,string,Establishment Name
Establishment_DataType,Inactive,boolean,"If true, the establishment is inactive."
Establishment_DataType,Location_Reference,LocationObjectType,The locations of the establishment.
Establishment_DataType,Primary_Location_Reference,LocationObjectType,The primary location of the establishment.
Establishment_DataType,Establishment_Legal_Entity_Reference,Establishment_Legal_EntityObjectType,The legal entities for the establishment.
Establishment_DataType,CCC_Text,string,The establishment identification code in Spain.
Establishment_DataType,DUNS_Text,string,The Data Universal Numbering System code of the establishment.
Establishment_DataType,EEO_Text,string,The Equal Employment Opportunity unit number of the establishment.
Establishment_DataType,Industry_Code_Text,string,The Industry Code of the establishment.
Establishment_DataType,NIC_Text,string,The French internal ranking number. It consists of a four-digit number attributed to the establishment and a control figure used to validate the SIRET number as a whole.
Establishment_DataType,SIRET_Text,string,The SIRET number is an INSEE code which allows the geographic identification of any French establishment or business.
Establishment_DataType,VETS_Text,string,The Veterans Affairs file number for the establishment in the United States.
Establishment_DataType,Establishment_Headquarters,boolean,The identification for establishment headquarters.
Establishment_DataType,Betriebsnummer_Text,,The company number identification code in Germany.
Establishment_DataType,URSSAF_Code_Text,string,Is the social security administration identification code in France.
Put_Establishment_RequestType,Establishment_Reference,EstablishmentObjectType,Establishment Reference.
Put_Establishment_RequestType,Establishment_Data,Establishment_DataType,Establishment Data wrapper
Put_Establishment_ResponseType,Establishment_Reference,EstablishmentObjectType,Establishment Reference
Skill_Qualification_ReplacementType,Skill_Qualification_Replacement_Data,Skill_Qualification_Profile_Replacement_DataType,
Skill_Qualification_Profile_Replacement_DataType,External_Skill_ID,string,The identifier of an external skill.
Skill_Qualification_Profile_Replacement_DataType,Skill_Reference,Local_SkillObjectType,The identifier of a skill.
Skill_Qualification_Profile_Replacement_DataType,Name,string,Enter the name of Skill.
Skill_Qualification_Profile_Replacement_DataType,Required,boolean,"If Yes, Skill Qualification Profile is required."
Skill_Qualification_Profile_Replacement_DataType,Skill_Level,,The skill level between 1 and 5 of this skill. You can view Skill Level descriptions on the Create Job Profile and Edit Job Profile tasks. You can only view or enter Skill Levels on Get Job Profile or Put Job Profile web services.
Committee_Meeting_Agenda_Item_Data_SubeditType,Agenda_Item_Reference,Committee_Meeting_Agenda_ItemObjectType,Agenda reference for meeting
Committee_Meeting_Agenda_Item_Data_SubeditType,Agenda_Item_ID,string,Agenda ID
Committee_Meeting_Agenda_Item_Data_SubeditType,Agenda_Item_Number,string,Agenda item number
Committee_Meeting_Agenda_Item_Data_SubeditType,Agenda_Item_Description,string,Agenda item description
Committee_Meeting_Agenda_Item_Data_SubeditType,Committee_Meeting_Agenda_Item_Type_Reference,Committee_Meeting_Agenda_Item_TypeObjectType,Agenda type
Committee_Meeting_Agenda_Item_Data_SubeditType,Agenda_Item_Presenter,string,Name of the presenter of the agenda
Committee_Meeting_Agenda_Item_Data_SubeditType,Agenda_Item_Details,RichText,Details about the agenda
Committee_Meeting_Agenda_Item_Data_SubeditType,Related_Academic_Appointment_Event_Reference,Unique_IdentifierObjectType,Academic appointments related to this agenda
Committee_Meeting_Agenda_Item_Data_SubeditType,Agenda_Item_Minutes_Data,Committee_Meeting_Minutes_SubDataType,Data for committee meeting minutes
Committee_Meeting_Agenda_Item_Data_SubeditType,Agenda_Item_Action_Item_Data,Committee_Meeting_Action_Item_Sub_DataType,Data for committee meeting action items
Committee_Meeting_Agenda_Item_Data_SubeditType,Attachments,Committee_Meeting_Agenda_Item_AttachmentsType,Data for committee meeting attachments
Committee_Meeting_Agenda_Item_Data_SubeditType,Committee_Meeting_Agenda_Item_Vote,Committee_Meeting_Agenda_Item_Vote_Data_SubeditType,Data for votes on the agenda item
Assign_Establishment_RequestType,Business_Process_Parameters,Business_Process_ParametersType,
Assign_Establishment_RequestType,Assign_Establishment_Data,Assign_Establishment_DataType,
Assign_Establishment_ResponseType,Assign_Establishment_Event_Reference,Unique_IdentifierObjectType,The assign establishment event created to process the request
Assign_Establishment_DataType,Effective_Date,date,The date upon which this establishment assignment becomes active for the specified worker position
Assign_Establishment_DataType,Worker_Reference,WorkerObjectType,The worker who is to be assigned the specified establishment on the specified date
Assign_Establishment_DataType,Position_Reference,Position_ElementObjectType,The position of the worker for which the establishment is taking effect
Assign_Establishment_DataType,Establishment_Reference,EstablishmentObjectType,The establishment we wish to assign to the specified worker position
Committee_Meeting_Agenda_Item_Vote_Data_SubeditType,Agenda_Item_Vote_Reference,Committee_Meeting_Agenda_Item_VoteObjectType,Reference to agenda item votes
Committee_Meeting_Agenda_Item_Vote_Data_SubeditType,Passing_Vote,boolean,Indicates whether the agenda items passed
Committee_Meeting_Agenda_Item_Vote_Data_SubeditType,Committee_Meeting_Vote_Record_Data_Subedit,Committee_Meeting_Vote_Record_Data_SubeditType,Vote record data
Committee_Meeting_Vote_Record_Data_SubeditType,Agenda_Item_Vote_Record_Reference,Committee_Meeting_Vote_RecordObjectType,Committee Meeting Vote Reference
Committee_Meeting_Vote_Record_Data_SubeditType,Vote_Status_Reference,Committee_Meeting_Vote_StatusObjectType,Committee Meeting Vote Status Reference
Committee_Meeting_Vote_Record_Data_SubeditType,Vote_Count,,Vote Count
Committee_Attachment_DataType,Committee_Attachment_Reference,Committee_AttachmentObjectType,Attachment Reference to be used for updating the attachment
Committee_Attachment_DataType,ID,string,Reference ID can be set here
Committee_Attachment_DataType,FileName,,The filename associated to the attachment
Committee_Attachment_DataType,File,base64Binary,The filedata associated to the attachment in Base64 encoding
Committee_Attachment_DataType,Comment,string,The comment associated to the attachment
Committee_Meeting_AttachmentsType,Committee_Meeting_Attachment_Data,Committee_Meeting_Attachment_DataType,
Committee_Meeting_Attachment_DataType,Attachment_Reference,Committee_Meeting_AttachmentObjectType,Committee meeting attachment reference
Committee_Meeting_Attachment_DataType,ID,string,Committee meeting attachment ID
Committee_Meeting_Attachment_DataType,Filename,,Attachment filename
Committee_Meeting_Attachment_DataType,Comment,string,Attachment comment
Committee_Meeting_Attachment_DataType,File,base64Binary,File
Committee_Meeting_Agenda_Item_AttachmentsType,Committee_Meeting_Agenda_Item_Attachment_Data,Committee_Meeting_Agenda_Item_Attachment_DataType,Data for agenda item attachments
Committee_Meeting_Agenda_Item_Attachment_DataType,Attachment_Reference,Committee_Meeting_Agenda_Item_AttachmentObjectType,Reference to agenda item attachment
Committee_Meeting_Agenda_Item_Attachment_DataType,ID,string,Agenda item attachment ID
Committee_Meeting_Agenda_Item_Attachment_DataType,Filename,,Attachment Filename
Committee_Meeting_Agenda_Item_Attachment_DataType,Comment,string,Attachment comment
Committee_Meeting_Agenda_Item_Attachment_DataType,File,base64Binary,File
Scheduling_Non_Work_Time_DataType,Meal_In,time,Meal In Time for the Work Schedule Calendar Event.
Scheduling_Non_Work_Time_DataType,Meal_Out,time,Meal Out Time for the Work Schedule Calendar Event.
Relative_Name_DataType,Relative_Name_Reference_Reference,Relative_Name_ReferenceObjectType,"Holds a reference to a main relative name reference, with a single instance referencing all versions of a relative name."
Relative_Name_DataType,Relative_Type_Reference,Relative_TypeObjectType,Type to specify the relative person relationship.
Relative_Name_DataType,Name_Detail_Data,Person_Name_Detail_DataType,
Relative_Name_Information_DataType,Relative_Name_Data,Relative_Name_DataType,
Worker_Job_DataType,Position_Data,Position_Detail_DataType,"Contains the worker's employment information, such as their position and job information. Security Note: This element is secured to the following domains: Self-Service: Current Staffing Information, Worker Data: Current Staffing Information"
