wd_entity,wd_field,wd_type,wd_description,classification_bucket,direct_field_canonical_concept_id,description_canonical_concept_id,top_canonical_concept_id,top_canonical_strength,top_knowledge_concept_id,top_knowledge_strength
Work_Experience_RatingObjectType,ID,Work_Experience_RatingObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Proficiency_RatingObjectType,ID,Proficiency_RatingObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
CompetencyObjectType,ID,CompetencyObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Proficiency_Rating_BehaviorObjectType,ID,Proficiency_Rating_BehaviorObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
External_Pay_GroupObjectType,ID,External_Pay_GroupObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Pay_Rate_TypeObjectType,ID,Pay_Rate_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Training_TypeObjectType,ID,Training_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Event_Classification_CategoryObjectType,ID,Event_Classification_CategoryObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Event_Classification_SubcategoryObjectType,ID,Event_Classification_SubcategoryObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
General_Event_SubcategoryObjectType,ID,General_Event_SubcategoryObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Leave_of_Absence_TypeObjectType,ID,Leave_of_Absence_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Leave_Request_EventObjectType,ID,Leave_Request_EventObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Related_Person_RelationshipObjectType,ID,Related_Person_RelationshipObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Integration_System__Audited_ObjectType,ID,Integration_System__Audited_ObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Stock_Vesting_ScheduleObjectType,ID,Stock_Vesting_ScheduleObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
External_Payroll_EntityObjectType,ID,External_Payroll_EntityObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Employee_Review_TemplateObjectType,ID,Employee_Review_TemplateObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Performance_ReviewObjectType,ID,Performance_ReviewObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Review_RatingObjectType,ID,Review_RatingObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Component_CompletionObjectType,ID,Component_CompletionObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
External_Payroll_Employee_TypeObjectType,ID,External_Payroll_Employee_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Event_TargetObjectType,ID,Event_TargetObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
One-Time_Payment_PlanObjectType,ID,One-Time_Payment_PlanObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Mime_TypeObjectType,ID,Mime_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
External_URLObjectType,ID,External_URLObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Job_Previous_System_HistoryObjectType,ID,Job_Previous_System_HistoryObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
ReorganizationObjectType,ID,ReorganizationObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Business_Process_TypeObjectType,ID,Business_Process_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
COBRA_Eligibility_ReasonObjectType,ID,COBRA_Eligibility_ReasonObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Benefit_Coverage_TypeObjectType,ID,Benefit_Coverage_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
LocaleObjectType,ID,LocaleObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Phone_Device_TypeObjectType,ID,Phone_Device_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Position_Worker_TypeObjectType,ID,Position_Worker_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Termination_SubcategoryObjectType,ID,Termination_SubcategoryObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Benefit_Provider_Identifier_TypeObjectType,ID,Benefit_Provider_Identifier_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Unit_of_MeasureObjectType,ID,Unit_of_MeasureObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Emergency_Contact_PriorityObjectType,ID,Emergency_Contact_PriorityObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Commission_PlanObjectType,ID,Commission_PlanObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
SupplierObjectType,ID,SupplierObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Pay_ComponentObjectType,ID,Pay_ComponentObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
User_LanguageObjectType,ID,User_LanguageObjectIDType,,direct_alias_match,address.city,,account.id,0.500,account owner,0.550
Communication_Usage_TypeObjectType,ID,Communication_Usage_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Communication_Usage_BehaviorObjectType,ID,Communication_Usage_BehaviorObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
CountryObjectType,ID,CountryObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Country_RegionObjectType,ID,Country_RegionObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Country_Phone_CodeObjectType,ID,Country_Phone_CodeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Country_Predefined_Person_Name_Component_ValueObjectType,ID,Country_Predefined_Person_Name_Component_ValueObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
CurrencyObjectType,ID,CurrencyObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Compensation_StepObjectType,ID,Compensation_StepObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Payroll_Tax_AuthorityObjectType,ID,Payroll_Tax_AuthorityObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Condition_RuleObjectType,ID,Condition_RuleObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
DisabilityObjectType,ID,DisabilityObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Frequency_BehaviorObjectType,ID,Frequency_BehaviorObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Pay_GroupObjectType,ID,Pay_GroupObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Company_Insider_TypeObjectType,ID,Company_Insider_TypeObjectIDType,,direct_alias_match,address.city,,account.name,0.500,account.id,1.000
Allowance_Unit_PlanObjectType,ID,Allowance_Unit_PlanObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Salary_Unit_PlanObjectType,ID,Salary_Unit_PlanObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Allowance_Value_PlanObjectType,ID,Allowance_Value_PlanObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Work_Hours_ProfileObjectType,ID,Work_Hours_ProfileObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
User-Based_Security_GroupObjectType,ID,User-Based_Security_GroupObjectIDType,,direct_alias_match,address.city,,account.id,0.500,account owner,0.550
Day_of_the_WeekObjectType,ID,Day_of_the_WeekObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Day_of_the_MonthObjectType,ID,Day_of_the_MonthObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
MonthObjectType,ID,MonthObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Security_GroupObjectType,ID,Security_GroupObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Week_of_the_MonthObjectType,ID,Week_of_the_MonthObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Review_TypeObjectType,ID,Review_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Location_ContextObjectType,ID,Location_ContextObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
ReligionObjectType,ID,ReligionObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Schedule_Request_TypeObjectType,ID,Schedule_Request_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Disciplinary_ActionObjectType,ID,Disciplinary_ActionObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Development_PlanObjectType,ID,Development_PlanObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Performance_Improvement_PlanObjectType,ID,Performance_Improvement_PlanObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Supervisory_OrganizationObjectType,ID,Supervisory_OrganizationObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
CompanyObjectType,ID,CompanyObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Location_HierarchyObjectType,ID,Location_HierarchyObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Local_Termination_ReasonObjectType,ID,Local_Termination_ReasonObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Time_ZoneObjectType,ID,Time_ZoneObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Twenty_Four_Hour_TimeObjectType,ID,Twenty_Four_Hour_TimeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Safety_Incident_LocationObjectType,ID,Safety_Incident_LocationObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Safety_Incident_TypeObjectType,ID,Safety_Incident_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Injury_Illness_NatureObjectType,ID,Injury_Illness_NatureObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Injury_Illness_Body_PartObjectType,ID,Injury_Illness_Body_PartObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Injury_Illness_SourceObjectType,ID,Injury_Illness_SourceObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Health_Treatment_TypeObjectType,ID,Health_Treatment_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Health_FacilityObjectType,ID,Health_FacilityObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Health_WorkerObjectType,ID,Health_WorkerObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Safety_IncidentObjectType,ID,Safety_IncidentObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Injury_Illness_SeverityObjectType,ID,Injury_Illness_SeverityObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
XMLNAME__US__Injury_Illness_TypeObjectType,ID,XMLNAME__US__Injury_Illness_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Safety_Incident_FileObjectType,ID,Safety_Incident_FileObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Safety_Incident_StatusObjectType,ID,Safety_Incident_StatusObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Transaction_LogObjectType,ID,Transaction_LogObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Transaction_Log_TypeObjectType,ID,Transaction_Log_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
SubscriberObjectType,ID,SubscriberObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Job_CategoryObjectType,ID,Job_CategoryObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Work_ShiftObjectType,ID,Work_ShiftObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Safety_Incident_Time_Away_TypeObjectType,ID,Safety_Incident_Time_Away_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Worker_DocumentObjectType,ID,Worker_DocumentObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Related_Person_Relationship_BehaviorObjectType,ID,Related_Person_Relationship_BehaviorObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Disciplinary_Action_ReasonObjectType,ID,Disciplinary_Action_ReasonObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
National_ID_TypeObjectType,ID,National_ID_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Unique_IdentifierObjectType,ID,Unique_IdentifierObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Compensation_MatrixObjectType,ID,Compensation_MatrixObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Government_Reporting_AgencyObjectType,ID,Government_Reporting_AgencyObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Workers_Compensation_CodeObjectType,ID,Workers_Compensation_CodeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
GoalObjectType,ID,GoalObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Country_SubregionObjectType,ID,Country_SubregionObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
